notation,hash
3/m30/m(h1),1⁶/1²/1³
4/m45/m(h1),1⁴/1²/1⁴
6/m30/m(h1),1³/1²/1⁶
3-6/m30/m(c1),1⁶;1.2.3.2;3³/1²;1.2;2²/1.2²;2².3.2².3
3-6/m30/r(h5),1⁶;1.2.3.2/1²;1.2;2²/1.2²;2⁶
3-6/r60/r(h1),1⁶;1.2.3.2;3³/1²;1.2;2²/1.2²;2².3⁴
4-3/m90/r(h2),1².2.3.2/1²;1.2;2²/1³;1⁴
4-3/r90/m(h2),1.2⁴/1.2;2²/1³;1⁴
4-8/m45/r(h5),1².2/1²;1.2/1⁴;1⁸
6-3/m30/m(v2),1⁴/1.2/1³;1⁶
12-3/m30/m(h3),1².2/1²;1.2/1³;1²¹
3-3-6/m30/m(v5),1⁶;1³.2²;2⁴/1²;1.3;2.3/1.2²;2².3;2.3.2.3.2.3
3-3-6/m60/m(v6),1⁶;1³.2²/1²;1.3;2.3/1².2;1.2²;2⁶
3-4-3/m30/m(c2),1⁶;1.2⁴/1.2;1.3;2²/1.2²;2³;2⁴
3-6-6/m30/m(h4),1⁶;1.2.3.2;3³/1²;1.2;2²;2.3/1.2²;2².3⁴;3⁶
3-6-6/m60/r(h7),1⁶;1.2.3.2;3³/1²;1.2;2²;2.3/1.2²;2⁴.3²;3⁶
3-6-6/r60/r(h3),1⁶;1.2.3.2;3³/1²;1.2;2²;2.3;3²/1.2²;2².3⁴;3⁶
3-6,3/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;3²/1.2²;1.2.3;2.3.4³.3
3-6,3/r120/m(h7),1⁶;1³.2²/1²;1.3;2.3/1.2²;2⁶
4-3-12/m45/r(h12),1².2²;2².3/1.3;2²;2.3/1⁴;1².2;1.2².1.2².1.2².1.2²
4-4-3/m90/r(h3),1².2.3.2;3⁴/1²;1.2;2²;2.3;3²/1³;1².2²;2⁴
6-3-3/r60/r(h10),1³.2²/1.3;2.3;3²/1³;1⁶
6-4-3/m90/r(h4),1.2.4.3;2⁴/1.2;1.3;2²;2.3/1⁴;1².2;1².2.1².2
6-4,12/m60/m(c1),1.2.3/1.2;1.3;2.3/1⁴;1⁶;1²¹
6-6,3/m90/r(h5),1.2.3.2;2⁴/1²;1.2;2²/1².2;1².2.1².2
6-0,3/m90/r(h4),1³.2²;1.2.3.2/1²;1.2;2²/1².2;1.2².1.2²
3-3,3-6/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;3²/1³;1².2;1.2.3;2.3.4³.3
3-3,3-6/m90/r(h5),1⁶;1³.2²/1²;1.3;2.3;3²/1.2²;2³;2⁶
3-4-3-3/m30/m(h4),1⁶;1².2.3.2;1.2⁴/1.4;2²;2.3;2.4;3²/1.3²;2³;2².3;2².3²
3-4-3,3/m30/m(h1),1⁶;1.2⁴/1.2;1.3;1.4;2²;3²/1.2²;2³;2⁴
3-4,3-12/r120/m(c1),1⁶;1.2.4.3/1.2;1.4;2.3;3.4/1.2²;2⁴;2²¹
3-6-3,3/m30/r(h10),1⁶;1.2.3.2;2⁴/1²;1.2;1.3;1.4;2²;3²/1.2²;2⁴.3²;2².3;3³
3-6,3-3/m90/r(h1),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;3²/1.2²;1.2.3;2².3;2.3².2.3²
3-6,3-6/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;3²;3.4;4²/1.2²;1.2.3;2.3.4³.3;4⁶
4-3-3-3/m90/r(h2),1⁶;1².2.3.2/1²;1.2;2.3;3²/1³;1².2;1.2²;2⁴
4-3-3,4/r90/m(h10),1².2.3.2;1.2⁴/1.4;2²;2.3;2.4;3.4/1².2²;1.2²;2⁴
4-3-3,4/r90/r(h3),1².2.3.2;1.2⁴;3⁴/1.4;2²;2.3;2.4;3²;3.4/1².2;1.2.1.3;1.2²;2⁴
4-3-4-6/m90/r(c4),1².2²/1.2;1.3/1³;1⁴;1⁶
4-3-12-3/r90/m(h4),1².2²;2².3/1.3;2²;2.3;2.4/1⁴;1².2;1.2⁴.1.2⁶;2³
6-3-4-3/m90/r(h7),1.2⁴;2².5²;2.3.5.4/1²;1.2;1.3;1.4;2²;3.4/1².3;1.2²;1.2².3;2².3.2².3
6-3-6-3/m30/m(h1),1.2.3.2;2⁴;3³/1.4;2²;2.3;2.4;3²/1².2;1.2³.1.3;2³;2⁶
6-4-3,3/m30/m(h5),1.2⁴;2².3²/1.2;1.3;1.4;2²/1³;1².2;1².2²;2⁶
6-4-4-3/m90/r(v3),1.2.4.3;2⁴;3⁴/1.3;1.4;2.3;2.4/1².2;1².2.1².2;1².3²
6-6-3,3/m30/r(h6),1.2.3.2;2⁴;3³/1²;1.2;1.3;1.4;2²/1².2;1.2².1.3²;2³;3⁶
12-4-3,3/m90/r(h6),1.2.4.3;2².3²;3².5/1.2;1.3;1.4;2²;2.3;2.4;3²/1².2;1².2²;1².2.3².2.1².2.3².2;2².3
12-4-3,6/m30/m(c4),1².2²;2.3.4/1.2;1.3;1.4;3.4/1³;1².2²;1.2².1.2²;2²¹
3-3-3-4-3/m30/r(h6),1⁶;1².2.3.2;1.2⁴/1²;1.3;2²;2.3;2.4;3²/1³;1².2;1.2.3;2².3²;3³
3-3-3,4-3/m90/r(h10),1⁶;1².2.3.2/1²;1.2;2.3;3²/1².2;1.2²;2⁴
3-3-3,6-6/m60/m(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;2.4;3²;3.4;4²/1².2;1.2.3;1.3²;2.3.4³.3;3².4.3².4
3-3-6-3,3/m30/m(c1),1⁶;1³.2²;2⁴/1²;1.3;2.3;2.4/1.2²;2².3;2.3².2.3²;3³
3-3-6-3,3/r60/r(v7),1⁶;1³.2²;2⁴/1²;1.3;2.3;2.4/1.2²;2².3;2.3⁵;3³
3-3-6-0,3/m30/m(h1),1⁶;1³.2²;1.2.3.2;2⁴;3³/1²;1.3;2²;2.3;3²/1.2²;2².4;2.4.3.5.3.4;3².4
3-3,3-6-3/m90/r(h1),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;3²/1³;1².2;1.2.3;2².3;2.3².2.3²
3-3,3-6-6/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;3²;3.4;4²/1³;1².2;1.2.3;2.3.4³.3;4⁶
3-4-3-3-12/m30/r(h15),1⁶;1.2⁴;1.2.4.3;3².5/1.2;1.3;1.4;2²;3²;3.5;4.5/1.2²;2².3²;2.3²;3².4;3².4².3².4².3².4²
3-4-3,3-12/m30/r(h8),1⁶;1.2⁴;2².3²;3².4/1.3;1.4;1.5;2²;2.4;2.5;3²/1.2²;2².3²;2.3²;3².4;3².4².3².4².3².4²
3-4-3,4-6/m30/m(c3),1⁶;1.2⁴;2.3.5.4/1.2;1.4;1.5;2²;3.4;3.5/1.2²;2².3²;2.3²;3⁴;3⁶
3-4-3,6-4/m30/m(c1),1⁶;1.2⁴;2².3²/1.2;1.4;1.5;2²;3.4;3.5/1.2²;2².3²;2.3²;3⁴;3⁶
3-4,3-3,3/m90/r(h7),1⁶;1².2.3.2;1.2⁴/1.3;1.4;2²;2.3;2.4;3²;4²/1.2²;1.2.3;2².3;2².3²;3³
3-6-3-3,3/r60/r(v7),1⁶;1³.2²;1.2.3.2;2⁴/1.3;2²;2.3;2.4;3²;3.4/1.3²;2³;2².3;2.3⁴.4;2.3.4
3-6-3,3-6/m30/m(h1),1⁶;1.2.3.2;2⁴;3³/1²;1.4;1.5;2²;2.3;2.4;2.5;3²;4²/1.2²;2⁴.3²;2².3;2.3³.2.4;3³
3-6,3-3-3/m90/r(h1),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;3²/1².2;1.2²;1.2.3;2.3².2.3²
3-6,3-3-6/m90/r(h1),1⁶;1³.2²;1.2.3.2;2⁴;3³/1²;1.2;2²;2.3;3²;3.5;4²;4.5;5²/1.2²;1.2.3;2.3².4.3²;3².4;3.4.3.5³
3-6,3-6-3/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;3²/1.2²;1.2.3;2².3;2.3.4³.3
3-0,3-6-6/m90/r(h7),1⁶;1.2.3.2;3³/1²;1.2;1.3;2²;2.3;3²/1.2²;2⁴.3²;2².3⁴
4-3-4-3-6/m90/r(h10),1.2⁴;1.3.6.3;2².5²;2.3.5.4/1²;1.2;1.3;1.5;2²;2.3;2.4;3²;4.5/1.2.3;1.3².4;1.4²;2².3.4².3;4⁴
4-3,3-12-3/m90/r(h4),1².2²;2².3/1.3;2²;2.3;2.4/1⁴;1².2;1.2².1.2⁸;2³
4-3,4-6-3/m90/r(v2),1.2.4.3;2⁴/1.3;1.4;1.5;2.3;2.4/1⁴;1².2;1².2⁴;2³
4-4-3-3-3/m90/r(h3),1⁶;1².2.3.2;3⁴/1²;1.2;2.3;3²;3.4;4²/1³;1².2;1.2²;2².3²;3⁴
4-4,6-4,3/m90/r(v4),1.2.4.3;2⁴/1.3;1.4;2.3;2.4/1⁴;1².2;1².2.1².2
4-6-3-3-4/m90/r(h8),1².2.4.2;1.3.6.3;2.3.5.4/1.3;1.4;2²;2.4;2.5;3²;3.4;3.5/1².3²;1.2²;1.2.3;2⁴.3²;3⁴
6-3-3-3-3/m30/m(v3),1⁶;1³.2²/1²;1.3;2.3/1³;1².2;1.2²;2⁶
6-3,3-3,3/m90/r(h3),1⁶;1³.2²;2⁴/1²;1.3;1.4;2.3;2.4/1².2;1.2²;2².3;2².3.2².3
6-3,4-4-6/m60/m(c5),1².4²;1.2.4.3/1.4;1.5;2.3;2.4;2.5/1⁴;1⁶;1².2;1².2²;2⁶
6-4-3,3-12/m30/r(h15),1².2²;1².3²;2².4/1.3;1.4;1.5;2²;2.4;2.5/1².2;1².2²;1².3;1².3².1².3².1².3²;2⁶
6-4-4-4-3/m90/r(h7),1.2.4.3;2⁴;3⁴/1.4;1.5;2.3;2.4;2.5;3²;3.4/1².2;1².2.1².2;1².3²;3⁴
6-4-0,3-3/m30/m(h1),1².2.3.2;2².4²/1.3;2²;2.3;2.4/1³;1².2;1².2²;2⁶
6-6-3,3-6/m30/m(h8),1.2.3.2;2⁴;3³/1²;1.3;1.4;2²;2.3;2.4;2.5;3²/1².2;1.2².1.3²;1.2³.1.3;2³;3⁶
6-6-3,6-3/m30/m(c5),1⁶;1.2.3.2;3³/1²;1.2;1.3;2.3;3²;3.4/1.2²;2².3.2².3;2².3⁴;3⁶
6-6-3,6-3/m30/m(h4),1⁶;1.2.3.2;3³/1²;1.2;1.3;2²;2.3;3²;3.4/1.2²;2².3.2².3;2².3⁴;3⁶
6-0,3-3,3/m90/r(h7),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;3²/1².2;1.2.3;2.3².2.3²
6-0,3-3,6/m90/r(h8),1.2.3.2;2⁴;3³/1²;1.3;2²;2.3;3²/1².2;1².2.1².2;1.2.1.3³
12-3,3-4-6/m90/r(h9),1.2.5.3;2².3²;2².4²;4.5.6/1.2;1.3;1.4;1.5;2.3;2.4;2.5;3²/1².2;1.2².1.4².1.2².1.4²;1.2.3.4;2².3;3.4².3.4²
12-3,4-3,3/m30/m(h3),1⁶;1.2⁴;1.2.4.3/1.2;1.4;1.5;2²;2.3;3.4/1.2.3;1.3²;2³;2².3²;3²¹
12-3,4-3,6/r120/r(h14),1.2.5.3;2².4²;3².6/1²;1.3;1.4;2.3;2.4;3.5/1².2;1².2²;1².3;1².3².1².3².1².3²;2⁶
12-3,4,6-3/m60/m(c4),1⁶;1.2.5.3;4.5.6/1.2;1.4;2.3;3.4;3.5;4.5/1.2²;2².3²;2².3².2².3².2².3²;3⁶
3-3-3-4-3-3/m30/m(h6),1⁶;1².2.3.2;1.2⁴;3⁴/1²;1.2;1.4;2²;2.3;3²;3.4/1³;1².2;1.2.3;2³;2².3;2.3.2.4
3-3-3,3-3,6/r60/r(h1),1⁶;1³.2²/1²;1.3;2.3;3²/1³;1².2;1.2²;2³;2⁶
3-3-3,4-3,4/m90/r(v9),1⁶;1².2.3.2;3⁴/1²;1.2;2.3;3²/1².2;1.2²;2².3²
3-3-3,6-6-3/m60/m(c6),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;2.4;3.4;4²/1².2;1.2.3;1.3²;2.3².2.3²;3⁶
3-3-3,6-6-6/m60/m(c6),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;2.4;3.4;4²;4.5/1².2;1.2.3;1.3²;2.3².2.3²;3⁴.4²;4⁶
3-3-6-3-3,3/r60/r(h14),1⁶;1³.2²;1.2.3.2;2⁴/1²;1.3;1.4;2²;2.3;2.4;3.4/1.2²;2³;2².3;2².4;2.3².4.2.4;2.3.4
3-3,3-3,3-6/m90/r(h9),1⁶;1³.2²;1.2.3.2/1²;1.3;2²;2.3;3²/1².2;1.2²;1.2.3;2³;2⁴.3²
3-3,3-4-3,4/r120/r(c6),1⁶;1².2.3.2;1.2⁴/1.3;1.5;2.3;2.4;2.5;3²;3.4/1.2²;1.3²;2⁴;2².3;2².3²
3-3,3-4-6,4/r120/r(c6),1⁶;1².2.3.2;2².4²/1.2;1.5;2.3;3.4;4.5;4.6/1.2²;2⁴;2².3;2².3²;3⁶
3-3,3-6-3-3/m90/r(h1),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;3²/1³;1².2;1.2.3;2.3².2.3²
3-3,3-6-3-6/m90/r(h1),1⁶;1³.2²;1.2.3.2;2⁴;3³/1²;1.2;2²;2.3;3²;3.5;4²;4.5;5²/1³;1².2;1.2.3;2.3².4.3²;3².4;3.4.3.5³
3-3,3-6-3-6/m90/r(h7),1⁶;1³.2²;1.2.3.2;2⁴/1²;1.3;2.3;2.5;3.4;3.5;4²;4.5/1.2²;2².3;2².4.2².4;2.3².4.3²;2.3.4
3-3,3-6-6-3/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;3²/1³;1².2;1.2.3;2².3;2.3.4³.3
3-3,3-6,3,6/m90/r(v6),1⁶;1³.2²;1.2.3.2;2⁴/1²;1.3;2.3;2.4;2.5;3.4;3.5/1.2²;2².3;2².4.3².4;2.3².2.3²;2.3.4
3-3,3-6,4,4/m90/r(c4),1⁶;1³.3²;1².2.4.2;2.3.5.4/1²;1.2;1.5;2.6;3.5;3.6;4.5;4.6/1.2.3;1.3²;2.3.4;2.4².2.4²;3².4²;3.4.3.4
3-4-3-3-12-3/m30/m(c4),1⁶;1.2⁴;1.2.4.3;3².5/1.2;1.3;1.4;2²;3²;3.5;3.6;4.5/1.2²;2².3²;2.3²;3².4;3².4⁴.3².4⁴;4³
3-4-3-4-3,6/m30/m(c4),1⁶;1.2⁴;2².3²/1.2;1.4;1.5;2²;3.4;3.5/1.2²;2².3²;2.3²;3³;3⁴;3⁶
3-4-3,3,3-12/m60/m(h13),1⁶;1.2⁴;2².3²/1.3;1.4;1.5;2.5;3²;4²/1.2²;2³;2³.3;2.3²;3²¹
3-4-3,4-6,3/m30/m(c1),1⁶;1.2⁴;2².5²;2.3.5.4/1.2;1.4;1.6;2²;3.4;3.6;4.5/1.2²;2².3²;2.3²;3².4.3².4;3².4²;4³
3-4,3-3,3-12/m90/r(h11),1⁶;1.2⁴;1.2.4.3;2².3²/1.2;1.4;1.5;1.6;2.3;2.5;2.6;3²;3.4;5²/1.2.3;1.3²;2.3².4;2.4²;3⁴.4².3⁴.4²;3².4
3-6-3-3-6,6/m30/m(c4),1⁶;1³.2²;1.2.3.2;2⁴/1.5;2²;2.4;2.5;3.4;3.5;4²/1.3²;2.3²;2.3.4;2.4.2.4.2.4;3⁶;3².4.3².4
3-6-3,3-3,3/m30/m(v1),1⁶;1³.2²;1.2.3.2/1²;1.3;2²;2.3;3²/1.2²;1.2.3;1.3²;2².3⁴
3-6-3,4-4-3/m30/m(c4),1⁶;1.2⁴;1.3.6.3;2.3.5.4/1.4;1.5;1.6;2²;2.3;3²;3.4;3.6;4²/1.3²;2³;2².4²;2.3.4;3⁴.4²;4⁴
3-6-3,6,6-3/m90/r(h17),1⁶;1.2.3.2;3³/1²;1.2;1.3;2²;2.3;2.4;3.4;4²/1.2²;2⁴.3²;2².3⁴;3⁶
3-6,3-3-3-3/m90/r(c4),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;3²/1.2²;1.2.3;2.3².2.3²
3-6,3-3-3-3/m90/r(h1),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;3²/1³;1².2;1.2²;1.2.3;2.3².2.3²
3-6,3-3-3-6/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;2.4;3²;4²/1.2²;1.2.3;2².3;2.3².2.3²;2.3.4³.3
3-6,3-3-6-3/m90/r(h1),1⁶;1³.2²;1.2.3.2;2⁴/1²;1.2;2²;2.3;3²;3.4;4²/1.2²;1.2.3;2².3;2.3².4.3²;3².4
3-6,3-3-6-6/m90/r(h1),1⁶;1³.2²;1.2.3.2;2⁴;3³/1²;1.2;2²;2.3;3²;3.5;4²;4.5;4.6;5²;6²/1.2²;1.2.3;2.3².4.3²;3².4;3.4.3.5³;5⁶
3-6,3-3,6-3/m90/r(h11),1⁶;1.2.3.2;3³/1²;1.2;1.3;2²;2.3/1.2²;2⁴.3²;2².3.2².3
3-6,3-6-3-3/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;3²/1².2;1.2²;1.2.3;2.3.4³.3
3-6,3-6-3-6/m90/r(h1),1⁶;1³.2²;1.2.3.2;2⁴;3³/1²;1.2;2²;2.3;3²;3.4;4²/1.2²;1.2.3;2.3.5³.3;3².4;3.4.3.5³
3-6,3-6-6-3/m90/r(h1),1⁶;1³.2²;1.2.3.2;3³/1²;1.2;2²;2.3;3²;3.4;4²/1.2²;1.2.3;2².3;2.3.4³.3;4⁶
3-0,3-4-4,3/m90/r(h7),1⁶;1².2.3.2/1²;1.2;2²;2.3;3²/1².2;1.2²;2³;2⁴
3-0,3-6-6-3/m90/r(v5),1⁶;1.2.3.2;2⁴;3³/1²;1.2;1.4;2²;2.3;2.4;3²/1.2²;2³.3.2.4;2².3;2².4.2².4
3-0,3-6-6-6/m90/r(h3),1⁶;1.2.3.2;3³/1²;1.2;1.3;2.3;3²;3.4;4²/1.2²;2².3.2².3;2².3⁴;3⁶
4-3-3-3,4-4/r90/m(h8),1².2.3.2;1.2⁴;3⁴/1.4;2²;2.3;2.4;2.5;3²;3.4;3.5;5²/1³;1².2;1².3²;1.2.1.3;1.2²;2⁴
4-3-3-4-4-3/m90/r(h1),1².2.3.2;3⁴/1²;1.2;1.3;2²;3²/1³;1⁴;1².2²
4-3-4-12,3,3/r90/r(h8),1.2⁴;1.2.4.3;2².3²/1.4;2.3;2.4;2.5;3.5;4.5;5²/1⁴;1².2;1.2².3;1.2.3;2².3;2².3.2².3.2².3.2².3
4-3,4-6-3-4/m90/r(h5),1.2.4.3;2⁴/1.3;1.4;1.5;2.4;2.5;3²;3.5/1⁴;1².2;1².2.1².2
4-4-3-3-4-3/m90/r(h3),1².2.3.2;3⁴/1²;1.2;1.3;2²;3²;3.4;4²/1³;1⁴;1².2²;2⁴
4-4,3-3,6-4/m90/r(c4),1².4²;1.2.4.3;2⁴/1.3;1.4;1.6;2.4;2.6;3.5;4.5/1⁴;1².2²;1².3;1.2³.1.3;2³;2⁴
4-6-6-3-3-4/m90/r(h10),1².2.4.2;1.3.6.3;2.3.5.4;6³/1.4;1.5;2²;2.4;2.6;3.4;3.5;3.6;5²/1².3²;1.2²;1.2.3;2².4⁴;2.3².2.4²;3⁴
6-3-3-3-3-6/m90/r(h9),1⁶;1³.2²;1.2.3.2;3³/1²;1.3;2²;2.3;2.4;3²;3.4/1.2²;1.2.3;1.3²;2².3.4².3;3².4.3².4
6-3-3-4-3,3/m30/m(h3),1³.3²;1².2.4.2;1.2⁴/1.4;2²;2.3;2.5;3²;3.4/1⁶;1².2;1.2.3;2².3²;3³
6-3-6-3-3-3/r60/r(h9),1³.2²;1.2.3.2;2⁴/1.4;2.6;3²;3.4;3.5;3.6;4.5/1³;1².2;1.2².3³;1.2.3;3³;3⁶
6-3-6-3-3-6/m30/m(h9),1.2.3.2;2⁴;3³/1.5;2.3;2.4;2.5;3²;3.4;4²/1².2;1.2.1.3³;1.2³.1.3;2³;2⁶
6-3,3-3-4,3/m90/r(c3),1³.3²;1².2.4.2;3⁴/1.3;1.6;2.4;2.6;3.4;3.5;5²/1².2;1².3;1².3.1².3;1.2²;2⁴
6-3,3-3-4,3/m90/r(h2),1³.3²;1².2.4.2;3⁴;4⁴/1.3;1.6;2.4;2.6;3.4;3.5;5²/1².2;1².3;1².3.1².3;1.2²;2².4²
6-3,3-6-3-3/r120/r(v7),1⁶;1³.2²;2⁴/1²;1.3;2.3;2.4/1.2²;2².3;2.3⁵;3³;3⁶
6-3,3-6-3-4/m90/r(h5),1.2.4.3;2⁴/1.5;2.3;2.4;2.5;3²;3.4/1⁴;1².2;1².2⁴;2³;2⁶
6-3,3-6,3-3/m90/r(h8),1³.2²;1.2.3.2;2⁴/1.4;1.5;2²;2.3;2.4;2.5;3²;3.4;4²/1.2²;1.2.3;1.3².1.3²;2⁴.3²;2².3;3³
6-3,6-3,6,6/m60/m(h4),1⁶;1.2.3.2;3³/1²;1.2;1.3;2.3;3²;3.4/1.2²;2⁶;2⁴.3²;3⁶
6-4-3,3-3,4/m30/m(c5),1⁶;1.2⁴;2².3²/1.3;1.4;2.3;2.4;2.5;3²/1.2²;2⁴;2².3;2².3²;3⁶
6-4-3,3-12-3/m30/m(c5),1².2²;1².3²;2².4/1.3;1.4;1.5;2²;2.4;2.5;2.6/1².2;1².2²;1².3;1².3⁴.1².3⁴;2⁶;3³
6-4-4,3-3,6/m30/m(c5),1².4²;1.2.4.3/1.3;1.5;1.6;2.3;2.6;3.4/1².2;1².2.1².2;1².2²;2³;2⁶
6-4,3-4-6,4/m90/r(h10),1.2.4.3;2⁴;3⁴/1.3;1.4;2²;2.3;2.4;3²/1².2;1².2.1².2;1².3²
6-6-3-3-3-3/m90/r(h9),1⁶;1³.2²;1.2.3.2/1²;1.2;2²;2.3;2.4;3.4;4²/1.2²;1.2.3;1.3²;2.3².2.3²;3⁶
6-6-3-3-0,3/r60/r(v13),1³.2²;1.2.3.2;2⁴;3³/1.3;2²;2.3;2.4;2.5;3.4/1³;1².2;1.2.3;1.2.4².2.3;4⁶
6-6-3,3-3,3/m30/m(v4),1⁶;1³.2²;1.2.3.2;3³/1²;1.3;2²;2.3;2.4;3²/1.2²;1.2.3;2².3.4².3;4⁶
6-6-3,3-6-3/m30/r(h10),1.2.3.2;2⁴;3³/1²;1.3;1.4;2²;2.3;2.4;2.5;3²/1².2;1².2⁴;1.2².1.3²;2³;3⁶
6-6,3-3,3,3/m90/r(v2),1.2.3.2;2⁴/1.2;1.3;1.4;2.3;3²/1².2;1².2.1².2;1².2⁴;2³
